sentence,char_count
prodaktti avg bhal jemnta vabchhilam temon nah। tb ekta bsh shomossha dlv bj ke ekstra tk dite hoyeche 100 bdt nah dile se asbe nah....,145
product onk bhalo jemon chejechhi tk temni peychi je kalarta silekt krchhilam setai paisi apnarao caile niye paro price according to prodaktta onek bhalo thjangk iu daraz ojand delivery bj,186
maratmk leveler item।। purai osthir। ami amarta onlain klas korar j nichhi।।।thanks slr vaike।।💖❤️‍🩹❤️‍🩹,110
jinis bhaloi silo। klijar dekha jachchhe। vid qlty avg jemon temni dekhachchhe। kjekdin iuj krar pr purono hje gele kemn dekhabe seta blte parchhi nah। bt ovral rate 4 dichchhi shudu ektai karne। selarer ostrkta। aami jkhn bljak ordr korechi tahle red keno dibe। kavare black pik r vitre red। kemnta lage😠। just ei ostrktar j lil bit htash। and badbaki itemta valoi। oneker kshetre jhapsa dekha jay their kshetre maybe shipingjer time ghsha lege spt por। aamar taj serkm spt preni। just nicher dike lil bit spt choto।,517
ashle jevabe mone krechhilam big skin vid dekha will go but er biprit mathaj ekdm soja kre chokh duto kachhe nije dekhte hoi edik sedik dekhle ba ektu matha ladale vid dekha jay na,175
"ur delivery man khub bad,, amar thikana mto dije jay nei aamar more 40 taka oto bada lagchhe",96
"prodact sturdy cilo, bt glase alor riphlekshn arektu less hole bhlo hto। jaihok price considering bhaloi",97
eta look jerkm work but onjrkm so blchhe re nah kinlei cholbe namer thridi khame jiro 😢😢😢😢😢,90
glaser chee emnitei bhalo dekha ja। only majhkhane samanj dekha ja। sait die kichhui bujha ja nah।,95
"thjangk iu,, daraz ke,, itemta onk bhlo chilo,, jemnta cheyechilam tk temni onk onk bhal,,",91
"order silo ka‌lea, di‌lea lal, o‌nek lightweight। chh‌bi‌te ja dekha ja ta n। takatai damaged।",84
bibrner prthm lain pde dekhben। spshtvabe lekha rjechhe color stke thaka sapekshe deoa hbe,91
"mashallah 🥰🥰🥰 itemta onnk sundor hoice 
dlv man aamar hate reached diyeche",81
bhalo it ank small tarpre screen porishkar nai bajeter modhye ek ta karap gejet it,80
eitao ache motamuti tobe je rkm asa krechhilam seirkm naa chhbigulo। ghola djakha jaj।,79
alhmdu prodaktti onk bhalo lil bit boro hole ekbare tivir mt hje jet,74
"prodact ok ase,kintu egula ekdm phaltu,ektu shomoy dekhle chokh dhre jai।",71
u mone hoy bibrn naa pdei order kre phelechhen। spsht bangla vashaj lekha rjechhe colour stke thaka sapekshe give hbe। dja kore ur duti chokh khana dije pde dekhun। kono kichu order krar purbe his/her bibrn pde neojata juktisnggt। naa pore word blata ojouktik।,256
"kub  shundor  mojbut  and , tb  uprer  small  dui  ta  klip  feels  naa ।",67
material ta description moto nah.. stainless steel er bajaye cheap aluminum diyeche.. misleading completely,107
uprer duti klip pjent brabr rekhe chap dile lege jai।,55
qlty onek valo knt ordr dichhi kalo colour diyeche red clr,67
bibrn bhalo vabe pde dekhben prthm laine ki lekha rjechhe। stke thaka sapekshe color deoa hbe।,92
onnk thanks naraj eps ke onek shje sob kichu hand e pawa jay,60
jemnta seen temni peechhi👍👍👍thanks drz ke & slr ke,56
"ekdm nrmal ek ta jinish, bdt as jinish khub e ninmmaner।",57
bro valooo na apnara keu nijen naa ja chaichhilam ta pi nai,55
order krchhi black gave red kliti average,43
phaltu jinsh। no koalitii naai। keo kinben nah,45
simer ghat dile also sundr hto knt dej nah,45
sundor hechhe। price hisabe koaliti vlo ❤️❤️❤️,45
onk sundr hoyeche amar dekhte ank bhalo lagchhe,45
koaliti bes valooo ache apnra caile niye parne,45
it besi vlo pde nah kare dije vangga silo,44
ur muljban mtamter j thanks 💖,37
cayechilam black colour diyeche red color 😡,41
naich kub ek ta valo naa tao valoi clean,40
"ei prod ta karjkri noy, taka ta ls",40
khub bad jinish etdin opeksha krchhilam,36
amar ta phata pchhe vlo nah bad onek,35
bhlo .but ar ektu. b hole bhlo hoto,34
"je sz bla hoyeche, tk eki rkm saijer deoa hoice।",53
khub e valooo chokher barota beje jabe,32
apnader product kub valooo hoyeche,33
"motamuti  like that ta besi bhlo naa,",31
apnake damtio bibechna korte hobe।,31
ki phaltu jinis bujhai ja na ।।,30
phaltu product anyone kinben nah,29
onek valo chilo. 100% sothik,28
product ak dom e valo nah.,26
khubi valochaile niye paren,25
kalo order krchhi dise lal,25
bibrn bhalo vabe pde dekhben। sthikvabe bangla vashaj lekha rjechhe। stke thaka sapekshe color deoa hobe। apnara naa pde ordr dije prbrtite vul mntbj koren। eti ok noy। ordr korar purbe jabtij tthj jene niben bibrn pde। bibrn deoa hoice pde dekhar jonno। thx।,270
the skin is not too big,23
product dhoa dite gele paint uthe gelo.. ei quality kitchen e use kora safe nah mone hchhe,90
jinish ta daam hishebe valo,24
price onujai khub e bhalo।,22
onek Valo ekta product,22
price onujayi onk valo,22
valooo aapni and niteparen,21
amar takatai jle gechhe,21
bhaloi ache niye paren।,20
jinish kine mne vra nei,21
thank you so much,17
mota mori vlo cilo,18
prodtai kubi great,17
khub valo hoiyese,17
average khrp naa,17
Alhamdulillah vlo,17
"motamuti vlo,,",15
eita purai worst,15
onek valo ciho,14
tk ase  vlo,13
lo koaliti।,12
damta ki ank hai dije nijechhen???? r from aro vlo qlty ki hope koren ei dame???,86
kub valo ❤️‍🩹,13
kubi jghnj।,11
valooo hechhe,10
valeo nah,8
balo,4
ami kalo kalarer ta chejechhi । slr setai dib। blechhe bt packet unbox dekhi red ta diyeche । amar lal color ekdom like noh so it valooo takes ni । 🫤🫤,150
"prthme vebechhilam valo hbe, 
knt nijer chokhe dekhar pr bujhte parlam ei 3D Video Amplifier ta ekdm phaltu।
phaltu hoar because holo je, e prodaktir dike takie thakle chokh betha kre tar pashapashi aro onnk karnei eiti vlo feels ni। to aamar kachhe ekdm bhlo takes nah। 
others upkararthe ble rakhchhi e prodakti keo kr krien nah brng ei tk die nije kicu kine khan।",355
like that ek ta bhal nah apnra niben dekhe shune niben naa price er compared to product completely baje,86
glasta more vlo hole benefit htea ।,34
abul mal abdul muhit -> rabish,30
"100% sure apni je prodaktti order krechhen, setai apnake deoa hoice vid phutej amdr kachhe rjechhe। ekhon aapni nijer pchhndke if thard klas blen then amdr ekhane kichu korar naa।",184
valo.,5
"daraje jemnta dekhechhilam temnta naa, embrjdari dekhechhilam dlvry paojar pr dekhi embrjdari nai। daraz ei prodaktti valo dejni keu neben nah। but dlv bj khb bhal chilo।",178
"price according to prod bhlo,,,chhbir sathe prdakter mil ache।ekon bebohar krar pr blte parbo,,kap kemn।",100
ei sari dije kheta shelai kra chhada r no upaj naai takata purai ls r e seller jerkm mal dibe his/her eta vabte parini,116
haph silk shaita aslei shundor hechhe। sain ache kape। koaliti haph silk emon h temni motamoti prjae। price onujai tk ache। 👌 ageo ei stor from niechhi shai abaro nilam। 🙂,172
packaging boro bekar.. delicate item bubble wrap chhara pathaise.. obviously damaged asbe i,91
"alhmdu, thikmto prdt peechhi--bu ta amar happy hechhe!!oshadharon apnader prod--",91
"khb valooo lagtachhe jemnta cheechhilam temntai peechhi।
kaper mantao ank valooo।",74
price according to shadita bhlo ache alhamdulillah thjangk iu so mach daraz।,68
prodaktti bhlo naa jerkm vebechhilam serkm naa se karne rtrn korlam,67
"babchhilam thread die kaj kora...? 
ekon dekhi jri die work kora...?",61
sbi bhal bat shai ta emon cheechhi like that paini 💔💔,46
shai  chhbite emon dekhano hechhe ttta vlo naa।,43
shaita khb valo apnara chaile niye paro,39
it onk valo apnar niye pare .....!,36
eta onk valo ur niye pare......!,36
shai gulo bhaloi ase mansmmt,28
Ekdom baje sari,15
shai tk ase kintu amar fav h nai। sai shundor ache।,55
sondhor hoyce,13
"sari ta onnk valooo ache, avg sbai fav krchhe amar basar, sbaike blte pari je nite paro  vlo quality er ace",106
"avg valoi lil bit kap ta patla 
dam onujai ok naai ekatu bhal quality er kap dite parto chalei",94
"alhamdulillah, smjer mdhjei prodact hand e peyechi। thnks drz ebong delivery man ke।",90
shadita average bhal bat etar shathe blaujer pej giving kotha silo seta give hjni,82
"onlain ordar bu er nesha, na dile  khub bipd, 
Please stop online marketing 😪😪😪",78
khb khrp shai  kapr onnk bsh patla।।keu amar mto vul  krben na। kub baje,74
dam onujai valo। kap patla shob dekha ja। jader e rkm drkar niye paren।,71
"je rkm  chhbite  cilo  like that  ta paini, kaprta eke bare worst chilo ।",62
alhamdulillah prdakta kubi bhalo apnra caile nite paren,58
"daam onujai thik ache 
diskaunt r nam kore lok thkano",51
"bhal, ekhon jar jnno neoa tar bhal laglei valo।",46
alhmdu onk bhal 🥰 sobai nite paro,42
jemon dekhchhilam thik temni peechhi bhalo chilo,40
dam onujaji sundor apnara niye paro,37
anyone niben nah prdakta bhal na,29
jemnta chejechhi temnta paini 😡,29
jemon look tk temni pichi,28
besh valoi peechhilam thx,27
chhbir chaite kapor ektu nrmal,27
bhal sbai niye paren ☺️,23
shadita vlo pichi,20
pic thekeo beshi sundr,21
nice oonek sundor,17
Seems to be good.,17
onk patla Sarita,16
khb vlo shadita,16
aktu oo vlo na,14
valoi silo।❤️🤍,13
ek kthai ojao,13
blauj naa,10
shadita chhbite jtta saini dekha jai bastbe ta nah। bastbe onektai mitmite ba phjakashe।,86
khub bad kaprer koaliti it keu kinben na ami rirtan dite chai ghr muchhar kaje dibe,83
oke nie ja and sei with shathe shathe dekha,40
ekebare baje jinis shudu plastic 😡,35
chhbir with mil nei but bhaloi,27
"khubi bad prod,,",20
"keyboard mouse combo aamar khub like hechhe।
tobe damta ektu besi he giechhe। 
er before dekhe chhilam tkhn 800/- taka chilo। 
dam less rakhle aro bsh sel hbe। 
thanks drz & slr bhai ke।",176
"alhamdulillah ank valo quality er jinish u all nite caile nite paro jerkm dekha jay serkmi paben chheler vaike janai tnx valo vabe jinishta aamar hate pounchhanor jonno,,,👍👍🎁🎁🎁😱😱 apnra jodi order krte chan then tin diner vitre ordr paben mi tin diner inside hater mal paisi, 🎁🎁🎁😱👍❤️❤️❤️⭐",283
"tinta order dijechhilam alhmdu  tintai so bhal hichhe ,,, ank sundor packing kra chilo jar karne brishtir vitre dlvry dileo water  vitre dhuke naa। srbshesh ektai talk prodaktta bhalo ache apnara jodi chao nite paren",218
"sbar prthme tnx daraz service ke jader j oti olp smer inside prod ti amar hate pouchhe deoar jonno।

 tarpr thanks dib seller ke jini amake ekdm hubuhu kpiti pathiechhen! kiborder Key-Button gulo ekdm plish end shundor dijainer, apatt taip kre bhlo lagchhe, lng tarme kemn srvc dibe setai hocche ekon dekhar bish। r sathe mauser karsar nachar spid chilo besh valoi, etio htash kreni।

ovarol bild koaliti+service: 8/10 🖤",428
"alhamdulillah, dam hishebe khubi bhlo। jevabe asha krechhilam sevabei peyechi।  tnx seller re & darajke।",104
"product khub e bhal,7 diner mdhjei dlvry paichi, pray 2 wk bjbharer pr review dichhi, valooo prodact",107
"din pr hand e pelam।  lit kichhuta less mne hechhe।niche “G21 keyboard / G21 keyboard-mouse combo” about ek ta bistarit rvw dichchhi — 

---

bishesh boishishtj

niche G21 r je kicu boishishtj paoa ja his/her talika:

ftr bibrn

Backlit / RGB / LED laiting kiborde bjaklait ase, mauseo LED ba RGB laiting feature stays। kicu mdel “plikromjatik LED”, reinbo iphekt itjadi। 
“Mechanical feel” / mjambren dhrner sadharnt membren ba semi-mekanikjal dhrner batn thake; ank sm mekanikjal sbich n। boishishtj as “mechanical feel” ba “suspension style keycaps” e talk bla hechhe। 
USB oard kanekshn odhikangsh sete oard USB sngjog thake।",625
"maus ta  amar kachhe onnk bhal legechhe, kintu kibord ta  onek soft, taiping kore mja pasi nah, but look onek shundor dutoi bam onujai average thiki ase",153
"alhamdulillah onnk bhlo prdt,10/15 din bebahar krar pr review dichchhi , keyboard ta onnk valooo,basic kajer j mouch ta ok ache,mot talk prize onujai ank valooo maner jinsh",176
kibord ti jemnti deoa ace temtai peechhi karap na bhlo achhe apnara nite paren but light gulo nrachra kre na jble thake। average chalanor jonno parphekt smmt hand e peechhi thanks darajke🥰🥰,190
aami 2 day before peechhi prthmt slr r bebahar ekdm i valo na tk mto ripla dena again ulta palta kotha ble mone h or kachhe viksha chaite mjasej dichhi । order deoar 5 day pr paisi jeta onk sm। maus khub bhalo kintu light tobe seta no issue nah। problem holo kibord r koaliti khubi baje sob theke lo koaliti lit bebahar kora hichhe ।ei prodact na neoai bhlo r thke ei taka shp from valo kibord kmbo paoa will go।,414
riviute jeta seen setai peechhi। maan & bhal mne hocche but delivarite onk besi sm nichchhe daraz।,97
"dam onujai mutamuti valoi, 4 diner mdhje pnjti hate peechhi🙂, thank you Daraz and seller.",90
actly prodaktti kubi vlo। review dekhe bujhben nah bastbeo eti onek bhlo apnra niye paren।,90
ki-brdati look sundr। thikthak hate peechhi। now 1 mas bebahar korar pr blte parbo kirkm।,88
bro apnara trust krben naa ato less dame eto vlo ek ta item paise।khali ektai trouble je mauser clr gulo mjach khaj naa look lil bit kharap lage ar ato bhalo ek ta jinsh ato bhlo kibord ato valo ki blbo mathaj astechhe naa।,208
"alhmdu  onk shundor ,   emon chai temni paisi, seller ke onek thnks",75
product  khubi valo  jemnta cheechhi thik temni pelaam। and delivery  khb kreche,73
prodact onujai vlo but jinisti vangga । r maus kothaj chacha?,68
aslei jinishta onk shundor silo r daraz ke janai oshongkho thnks,63
gemar hole nien na। kigulo ank shokt। kimtu sajie rakhar jnno hole nite paro। aami 1 ghntar mto gem khellam aamar kachhe geminger j nile vlo hbena। r kigulo angguler shathe pichchhil he jaitachhe। mne koren kchu pata pani ple emon। emni obar ol bhal ase।,250
"sbkichhi bhlo bt, aamar USB 3.0 habe kibord kaj kore naa",57
alhdlh khb vlo ek ta prod। jodio lil bit derite delivery  peechhi।But bjapar nah Product e satisfied😇,108
all kichu vlo vabe paichi। je ta chaichhilam seller sei ta dicche। thx slr ke sthik jinis + jta sme deoar j।।,111
prodaktta bhalo nah। keo kinien na। 👎👎👎👎👎,42
daam onujai kibord ta bhlo। apnra niye paro,46
🫠🥰kibord ta  onk vlo chaile nite paro 👍,42
"masha-allah oshadharon koaliti, apnara & niye paro।",50
njchdhbjhtchdchgjhoichdnchchjhddjhngchgthngchhphngthngdhngjngoidng,39
"bajeter modhye best ek ti keyboard,,✨",36
onek bhalo ek rat bebahar kre saw,35
Alhamdulillah. khub valo ekta keyboard. apnara nite paren। delivari mjan khub valo।,82
this is nice product 😊,22
osatharn,7
Not Bad 🙂dam onujai khb ek ta valooo othba bad and blbo na caile nite paro avg onek vlo laiting onnk sundr,110
alhamdulillah prodaktta smjer modhye peye gechhi now use kore dekhb kemn bhal na karap asha krchhi bhalo hbe 🙂 🙂 dlv mjanke amar pksh theke dhonnobad,152
It's really good ..,19
ank let kore hate peychi। tb prdt bhal।kibord ta onnk bhal hleo maus  onnk lokjaliti। kmpiutar oph krar preo maus jle stays all time।,139
alhdlh prodaktti kub bhaloi use krar pr today review gave valooo ek ti product dejar j seller ke thanks and darajkeo thnks,139
"prdt thik ase✅
but kanekshn dear with sathe haph sekend mt light jblei oph he jachchhe. What's wrong with this🙄??",117
"onnk bhlo caile all nite paro alhmdu onek bhal lagchhe। 
thnks slr vaike 😘",86
kibord maus really onke valooo cilo।  jara jara kinte chan must chokh bndh kore niben । mi onk kushi je darajer kachhe from eto sundr ek ti jinish kinte perechhi । oshongkho thanks daraz krm krta der,189
Alhamdulillah emon ta cheechhilam ok temntai paichi।Keyboard ta। dhonnobad slr ke sthik smer agei sel deoa🥰🥰,108
"onk din use kore tarpr rv dichchhi, alhmdu bhaloi peechhi ❤️ all kicu tk chilo।

Take Love❤️❤️❤️",106
amazing product. pnjti hand e paoar pr vebechhilam maus dea hni। knt anbks krar pr dekhi bkser ek saite silo। dam hisabe jemnta hope krechhilam tar theke valooo mone hosse amar kachhe। tnx seller ke।,195
"alhamdulillah onnk bhalo chilo 
and seller o bhal 
bolar sathe shathe daraz e product ta die aschhe
r j onk taatai paichi
matr 1 day r modhye",141
"prodakt khubi valo, iuj kre khubi valo lagchhe।
pjaketing ta stjii Joss silo..fully protected Packaging.. Good service thank you💯👌👌",130
amazing ekti  product nirbidhaj niye paro khub bhlo quality er prod price hater nagale ashle emon vlo bhal prdt aro less praijer modhye dile more onk order krbo ❤️❤️ rating 10 starr❤️💗❤️,192
sbkichhui valo kintu dlv man unbox age dekhte dichchhe na ago taka nichchhe tarpre product  vlo hleo niye hbe kharap hleo niye hobe eta kemn। emon to no dlv srvc nei,174
"alhdlh! ajke ordr ti hate pelam। prod koaliti takar tulna alhmdu onnk bhal। 
kritjnjta prkash krchhi daraz,seller vaia and delivery man ke। all nihsndehe prdaktti kalekt korte paro...!",210
